2017-01-01	1	22668
2017-01-01	2	236434
2017-01-01	4	39428
2017-01-01	5	101445
2017-01-01	20000093	27440
2017-01-01	40000001	154
2017-01-01	40000003	282
2017-01-02	1	29946
2017-01-02	2	252832
2017-01-02	4	371484
2017-01-02	5	167756
2017-01-02	20000093	186400
2017-01-02	40000001	415
2017-01-02	40000003	410
2017-01-03	1	20281
2017-01-03	2	217782
2017-01-03	4	58948
2017-01-03	5	154243
2017-01-03	20000093	23920
2017-01-03	40000001	49
2017-01-03	40000003	149
2017-01-04	1	19183
2017-01-04	2	217217
2017-01-04	4	49224
2017-01-04	5	158809
2017-01-04	20000093	14970
2017-01-04	40000001	119
2017-01-04	40000003	199
2017-01-05	1	19951
2017-01-05	2	254638
2017-01-05	4	37394
2017-01-05	5	159046
2017-01-05	20000093	340
2017-01-05	40000001	76
2017-01-05	40000003	119
2017-01-06	1	24351
2017-01-06	2	264865
2017-01-06	4	38608
2017-01-06	5	153526
2017-01-06	20000093	30
2017-01-06	40000001	87
2017-01-06	40000003	204
2017-01-07	1	24932
2017-01-07	2	171233
2017-01-07	4	27109
2017-01-07	5	154569
2017-01-07	20000093	20
2017-01-07	40000001	173
2017-01-07	40000003	368
2017-01-08	1	26051
2017-01-08	2	222525
2017-01-08	4	38158
2017-01-08	5	161302
2017-01-08	40000001	135
2017-01-08	40000003	509
2017-01-09	1	23246
2017-01-09	2	743419
2017-01-09	4	29225
2017-01-09	5	155690
2017-01-09	40000001	56
2017-01-09	40000003	268
2017-01-10	1	23688
2017-01-10	2	236511
2017-01-10	4	27525
2017-01-10	5	153872
2017-01-10	20000093	10
2017-01-10	40000001	96
2017-01-10	40000003	226
2017-01-11	1	24062
2017-01-11	2	145964
2017-01-11	4	24575
2017-01-11	5	146931
2017-01-11	40000001	37
2017-01-11	40000003	252
2017-01-12	1	24664
2017-01-12	2	115386
2017-01-12	4	22904
2017-01-12	5	147157
2017-01-12	20000093	20
2017-01-12	40000001	29
2017-01-12	40000003	101
2017-01-13	1	24870
2017-01-13	2	135725
2017-01-13	4	29314
2017-01-13	5	144962
2017-01-13	20000093	10
2017-01-13	40000001	27
2017-01-13	40000003	121
2017-01-14	1	24722
2017-01-14	2	111029
2017-01-14	4	24270
2017-01-14	5	145211
2017-01-14	20000093	10
2017-01-14	40000001	38
2017-01-14	40000003	154
2017-01-15	1	25132
2017-01-15	2	105694
2017-01-15	4	24243
2017-01-15	5	145439
2017-01-15	20000093	20
2017-01-15	40000001	9
2017-01-15	40000003	73
2017-01-16	1	26952
2017-01-16	2	101852
2017-01-16	4	22526
2017-01-16	5	149730
2017-01-16	40000001	49
2017-01-16	40000003	134
2017-01-17	1	38514
2017-01-17	2	173603
2017-01-17	4	22618
2017-01-17	5	127288
2017-01-17	40000001	2
2017-01-17	40000003	33
2017-01-18	1	44587
2017-01-18	2	140002
2017-01-18	4	28320
2017-01-18	5	154084
2017-01-18	20000093	10
2017-01-18	40000001	8
