2016-11-01	1	20293
2016-11-01	2	113619
2016-11-01	4	29042
2016-11-01	5	141526
2016-11-02	1	20686
2016-11-02	2	138474
2016-11-02	4	30727
2016-11-02	5	138502
2016-11-03	1	20623
2016-11-03	2	226749
2016-11-03	4	26945
2016-11-03	5	166017
2016-11-04	1	21436
2016-11-04	2	210791
2016-11-04	4	23129
2016-11-04	5	164839
2016-11-05	1	22556
2016-11-05	2	206176
2016-11-05	4	15966
2016-11-05	5	135250
2016-11-06	1	23107
2016-11-06	2	185057
2016-11-06	4	31340
2016-11-06	5	157321
2016-11-07	1	20309
2016-11-07	2	156065
2016-11-07	4	21924
2016-11-07	5	149215
2016-11-08	1	29226
2016-11-08	2	1781471
2016-11-08	4	35011
2016-11-08	5	149792
2016-11-09	1	21578
2016-11-09	2	851114
2016-11-09	4	28937
2016-11-09	5	142476
2016-11-10	1	19451
2016-11-10	2	405875
2016-11-10	4	18306
2016-11-10	5	136496
2016-11-11	1	33882
2016-11-11	2	309704
2016-11-11	4	19107
2016-11-11	5	129166
2016-11-12	1	26666
2016-11-12	2	263977
2016-11-12	4	23090
2016-11-12	5	136599
2016-11-13	1	25222
2016-11-13	2	234712
2016-11-13	4	19828
2016-11-13	5	135128
2016-11-14	1	22452
2016-11-14	2	168427
2016-11-14	4	17269
2016-11-14	5	121140
2016-11-15	1	20430
2016-11-15	2	105422
2016-11-15	4	20811
2016-11-15	5	119295
2016-11-16	1	18950
2016-11-16	2	109581
2016-11-16	4	20692
2016-11-16	5	114462
2016-11-17	1	21330
2016-11-17	2	219280
2016-11-17	4	67159
2016-11-17	5	130117
2016-11-18	1	21062
2016-11-18	2	809843
2016-11-18	4	38979
2016-11-18	5	143130
2016-11-18	40000003	39752
2016-11-19	1	21988
2016-11-19	2	328102
2016-11-19	4	38599
2016-11-19	5	145835
2016-11-19	40000003	33233
2016-11-20	1	19644
2016-11-20	2	239918
2016-11-20	4	39121
2016-11-20	5	150554
2016-11-20	40000003	33296
2016-11-21	1	18867
2016-11-21	2	205535
2016-11-21	4	38591
2016-11-21	5	149430
2016-11-21	40000003	32324
2016-11-22	1	17603
2016-11-22	2	226625
2016-11-22	4	48602
2016-11-22	5	153881
2016-11-22	40000003	29253
2016-11-23	1	17804
2016-11-23	2	202866
2016-11-23	4	50308
2016-11-23	5	141749
2016-11-23	40000003	29996
2016-11-24	1	16826
2016-11-24	2	209768
2016-11-24	4	37182
2016-11-24	5	145919
2016-11-24	40000003	43326
2016-11-25	1	17960
2016-11-25	2	167092
2016-11-25	4	36050
2016-11-25	5	143254
2016-11-25	40000003	36507
2016-11-26	1	19053
2016-11-26	2	160622
2016-11-26	4	38690
2016-11-26	5	145792
2016-11-26	40000003	35476
2016-11-27	1	18202
2016-11-27	2	147654
2016-11-27	4	43790
2016-11-27	5	146342
2016-11-27	40000003	34590
2016-11-28	1	16766
2016-11-28	2	111519
2016-11-28	4	37572
2016-11-28	5	146215
2016-11-28	40000003	9763
2016-11-29	1	16112
2016-11-29	2	107646
2016-11-29	4	45618
2016-11-29	5	153095
2016-11-29	40000003	6124
2016-11-30	1	17727
2016-11-30	2	87752
2016-11-30	4	43652
2016-11-30	5	147197
2016-11-30	40000003	5142
